,Outlook,Temperature,Humidity,Windy,Play-Golf
727,Overcast,Hot,High,False,Yes
728,Sunny,Mild,High,True,No
729,Overcast,Hot,High,False,Yes
730,Sunny,Cool,Normal,False,Yes
731,Overcast,Cool,Normal,True,Yes
732,Rainy,Hot,High,True,No
733,Rainy,Hot,High,True,No
734,Rainy,Hot,High,True,No
735,Sunny,Cool,Normal,False,Yes
736,Overcast,Hot,High,False,Yes
737,Sunny,Cool,Normal,False,Yes
738,Sunny,Cool,Normal,False,Yes
739,Sunny,Mild,High,True,No
740,Sunny,Cool,Normal,False,Yes
741,Sunny,Mild,High,True,No
742,Overcast,Hot,Normal,False,Yes
743,Overcast,Hot,Normal,False,Yes
744,Sunny,Cool,Normal,False,Yes
745,Rainy,Hot,High,True,No
746,Sunny,Cool,Normal,False,Yes
747,Sunny,Mild,High,False,Yes
748,Sunny,Mild,High,False,Yes
749,Sunny,Mild,High,True,No
750,Rainy,Hot,High,True,No
751,Sunny,Mild,High,True,No
752,Sunny,Mild,High,True,No
753,Rainy,Mild,Normal,True,Yes
754,Overcast,Hot,High,False,Yes
755,Sunny,Mild,High,False,Yes
756,Sunny,Cool,Normal,False,Yes
757,Rainy,Hot,High,True,No
758,Sunny,Mild,High,True,No
759,Overcast,Hot,Normal,False,Yes
760,Sunny,Mild,High,True,No
761,Rainy,Hot,High,True,No
762,Overcast,Hot,High,False,Yes
763,Overcast,Cool,Normal,True,Yes
764,Overcast,Hot,Normal,False,Yes
765,Rainy,Mild,Normal,True,Yes
766,Rainy,Hot,High,True,No
767,Sunny,Mild,High,True,No
768,Sunny,Cool,Normal,False,Yes
769,Overcast,Hot,High,False,Yes
770,Sunny,Cool,Normal,False,Yes
771,Overcast,Cool,Normal,True,Yes
772,Rainy,Hot,High,True,No
773,Rainy,Mild,High,False,No
774,Sunny,Cool,Normal,False,Yes
775,Overcast,Hot,High,False,Yes
776,Overcast,Hot,High,False,Yes
777,Sunny,Mild,High,True,No
778,Sunny,Cool,Normal,False,Yes
779,Sunny,Mild,High,True,No
780,Rainy,Hot,High,True,No
781,Overcast,Hot,High,False,Yes
782,Sunny,Cool,Normal,False,Yes
783,Sunny,Cool,Normal,False,Yes
784,Rainy,Hot,High,True,No
785,Sunny,Mild,High,True,No
786,Rainy,Mild,Normal,True,Yes
787,Overcast,Cool,Normal,True,Yes
788,Rainy,Hot,High,True,No
789,Sunny,Cool,Normal,False,Yes
790,Rainy,Cool,Normal,False,Yes
791,Sunny,Cool,Normal,False,Yes
792,Sunny,Mild,High,True,No
793,Overcast,Hot,High,False,Yes
794,Sunny,Cool,Normal,False,Yes
795,Sunny,Mild,High,True,No
796,Overcast,Mild,High,True,Yes
797,Overcast,Mild,High,True,Yes
798,Sunny,Cool,Normal,False,Yes
799,Sunny,Cool,Normal,False,Yes
800,Sunny,Mild,High,True,No
801,Overcast,Hot,High,False,Yes
802,Sunny,Mild,High,True,No
803,Rainy,Hot,High,True,No
804,Sunny,Mild,High,True,No
805,Overcast,Hot,High,False,Yes
806,Overcast,Cool,Normal,True,Yes
807,Sunny,Cool,Normal,False,Yes
808,Sunny,Cool,Normal,False,Yes
809,Overcast,Cool,Normal,True,Yes
810,Overcast,Hot,High,False,Yes
811,Sunny,Mild,High,True,No
812,Overcast,Hot,Normal,False,Yes
813,Sunny,Mild,Normal,False,Yes
814,Overcast,Hot,Normal,False,Yes
815,Rainy,Hot,High,True,No
816,Overcast,Hot,High,False,Yes
817,Rainy,Mild,Normal,True,Yes
818,Rainy,Mild,High,False,No
819,Sunny,Cool,Normal,False,Yes
820,Sunny,Cool,Normal,False,Yes
821,Sunny,Mild,High,True,No
822,Rainy,Hot,High,True,No
823,Sunny,Mild,High,True,No
824,Rainy,Hot,High,True,No
825,Sunny,Mild,High,True,No
826,Overcast,Hot,High,False,Yes
827,Overcast,Hot,High,False,Yes
828,Rainy,Mild,Normal,True,Yes
829,Overcast,Hot,High,False,Yes
830,Sunny,Cool,Normal,True,No
831,Sunny,Cool,Normal,False,Yes
832,Rainy,Mild,High,False,No
833,Overcast,Cool,Normal,True,Yes
834,Sunny,Cool,Normal,False,Yes
835,Sunny,Mild,High,True,No
836,Rainy,Hot,High,True,No
837,Sunny,Mild,Normal,False,Yes
838,Sunny,Mild,High,True,No
839,Rainy,Mild,Normal,True,Yes
840,Rainy,Mild,Normal,True,Yes
841,Rainy,Cool,Normal,False,Yes
842,Rainy,Mild,Normal,True,Yes
843,Sunny,Mild,High,True,No
844,Sunny,Mild,Normal,False,Yes
845,Sunny,Mild,High,True,No
846,Sunny,Cool,Normal,False,Yes
847,Overcast,Mild,High,True,Yes
848,Sunny,Mild,High,True,No
849,Overcast,Hot,High,False,Yes
850,Rainy,Hot,High,True,No
851,Overcast,Cool,Normal,True,Yes
852,Overcast,Cool,Normal,True,Yes
853,Sunny,Mild,High,True,No
854,Sunny,Cool,Normal,True,No
855,Rainy,Hot,High,True,No
856,Rainy,Hot,High,True,No
857,Overcast,Hot,High,False,Yes
858,Sunny,Mild,High,True,No
859,Rainy,Hot,High,True,No
860,Sunny,Cool,Normal,False,Yes
861,Sunny,Mild,High,True,No
862,Rainy,Cool,Normal,False,Yes
863,Overcast,Cool,Normal,True,Yes
864,Overcast,Mild,High,True,Yes
865,Sunny,Mild,Normal,False,Yes
866,Overcast,Cool,Normal,True,Yes
867,Rainy,Hot,High,True,No
868,Sunny,Mild,High,True,No
869,Overcast,Mild,High,True,Yes
870,Sunny,Cool,Normal,False,Yes
871,Sunny,Cool,Normal,False,Yes
872,Overcast,Hot,High,False,Yes
873,Rainy,Hot,High,True,No
874,Sunny,Cool,Normal,False,Yes
875,Sunny,Cool,Normal,False,Yes
876,Overcast,Hot,High,False,Yes
877,Rainy,Hot,High,True,No
878,Sunny,Mild,High,True,No
879,Overcast,Cool,Normal,True,Yes
880,Overcast,Hot,Normal,False,Yes
881,Sunny,Mild,High,True,No
882,Sunny,Mild,High,True,No
883,Sunny,Mild,Normal,False,Yes
884,Sunny,Cool,Normal,True,No
885,Sunny,Mild,Normal,False,Yes
886,Overcast,Hot,High,False,Yes
887,Overcast,Cool,Normal,True,Yes
888,Sunny,Mild,Normal,False,Yes
889,Overcast,Hot,High,False,Yes
890,Sunny,Mild,High,False,Yes
891,Overcast,Cool,Normal,True,Yes
892,Sunny,Mild,Normal,False,Yes
893,Rainy,Hot,High,True,No
894,Rainy,Hot,High,True,No
895,Overcast,Cool,Normal,True,Yes
896,Rainy,Hot,High,True,No
897,Overcast,Hot,High,False,Yes
898,Sunny,Mild,High,True,No
899,Overcast,Hot,High,False,Yes
900,Rainy,Hot,High,True,No
901,Overcast,Hot,Normal,False,Yes
902,Sunny,Cool,Normal,False,Yes
903,Rainy,Cool,Normal,False,Yes
904,Rainy,Hot,High,False,Yes
905,Overcast,Hot,Normal,False,Yes
906,Overcast,Mild,High,True,Yes
907,Sunny,Mild,High,True,No
908,Rainy,Hot,High,True,No
909,Overcast,Hot,Normal,False,Yes
910,Rainy,Hot,High,True,No
911,Sunny,Mild,High,True,No
912,Sunny,Cool,Normal,False,Yes
913,Rainy,Hot,High,True,No
914,Sunny,Mild,High,True,No
915,Sunny,Mild,Normal,False,Yes
916,Rainy,Hot,High,True,No
917,Sunny,Mild,High,True,No
918,Overcast,Cool,Normal,True,Yes
919,Sunny,Mild,High,True,No
920,Rainy,Cool,Normal,False,Yes
921,Sunny,Cool,Normal,True,No
922,Rainy,Hot,High,True,No
923,Rainy,Hot,High,True,No
924,Sunny,Mild,High,False,Yes
925,Sunny,Cool,Normal,False,Yes
926,Overcast,Hot,High,False,Yes
927,Rainy,Mild,Normal,True,Yes
928,Overcast,Hot,Normal,False,Yes
929,Sunny,Mild,High,False,Yes
930,Sunny,Mild,High,True,No
931,Sunny,Mild,High,True,No
932,Rainy,Hot,High,True,No
933,Sunny,Mild,High,False,Yes
934,Sunny,Mild,High,True,No
935,Overcast,Cool,Normal,True,Yes
936,Overcast,Cool,Normal,True,Yes
937,Rainy,Hot,High,True,No
938,Sunny,Mild,High,False,Yes
939,Rainy,Hot,High,True,No
940,Overcast,Hot,High,False,Yes
941,Overcast,Cool,Normal,True,Yes
942,Sunny,Mild,High,False,Yes
943,Rainy,Hot,High,True,No
944,Rainy,Hot,High,True,No
945,Overcast,Cool,Normal,True,Yes
946,Sunny,Cool,Normal,True,No
947,Sunny,Cool,Normal,False,Yes
948,Sunny,Cool,Normal,False,Yes
949,Overcast,Cool,Normal,True,Yes
950,Sunny,Mild,High,True,No
951,Overcast,Hot,High,False,Yes
952,Sunny,Mild,High,True,No
953,Overcast,Hot,High,False,Yes
954,Rainy,Mild,Normal,True,Yes
955,Rainy,Hot,High,True,No
956,Rainy,Hot,High,True,No
957,Sunny,Mild,High,True,No
958,Rainy,Cool,Normal,False,Yes
959,Overcast,Hot,High,False,Yes
960,Rainy,Hot,High,False,Yes
961,Rainy,Hot,High,True,No
962,Overcast,Hot,High,False,Yes
963,Overcast,Hot,High,False,Yes
964,Rainy,Hot,High,True,No
965,Overcast,Cool,Normal,True,Yes
966,Sunny,Cool,Normal,False,Yes
967,Sunny,Mild,High,True,No
968,Sunny,Cool,Normal,False,Yes
969,Rainy,Mild,Normal,True,Yes
970,Sunny,Mild,High,True,No
971,Overcast,Mild,High,True,Yes
972,Rainy,Hot,High,True,No
973,Rainy,Hot,High,True,No
974,Overcast,Hot,High,False,Yes
975,Sunny,Mild,Normal,False,Yes
976,Overcast,Hot,High,False,Yes
977,Rainy,Hot,High,True,No
978,Rainy,Cool,Normal,False,Yes
979,Sunny,Mild,High,True,No
980,Sunny,Mild,High,True,No
981,Overcast,Hot,High,False,Yes
982,Sunny,Mild,High,True,No
983,Rainy,Mild,Normal,True,Yes
984,Sunny,Mild,High,True,No
985,Sunny,Cool,Normal,False,Yes
986,Rainy,Hot,High,True,No
987,Overcast,Cool,Normal,True,Yes
988,Sunny,Mild,High,True,No
989,Rainy,Hot,High,True,No
990,Rainy,Hot,High,True,No
991,Overcast,Cool,Normal,True,Yes
992,Overcast,Hot,High,False,Yes
993,Sunny,Mild,High,True,No
994,Rainy,Hot,High,True,No
995,Sunny,Mild,High,True,No
996,Overcast,Hot,High,False,Yes
997,Sunny,Mild,Normal,False,Yes
998,Overcast,Hot,Normal,False,Yes
999,Rainy,Hot,High,True,No
1000,Overcast,Cool,Normal,True,Yes
1001,Overcast,Hot,Normal,False,Yes
1002,Sunny,Mild,High,True,No
1003,Rainy,Cool,Normal,False,Yes
1004,Sunny,Mild,High,False,Yes
1005,Overcast,Hot,High,False,Yes
1006,Rainy,Hot,High,True,No
1007,Rainy,Hot,High,True,No
1008,Sunny,Mild,High,True,No
1009,Sunny,Cool,Normal,False,Yes
1010,Overcast,Hot,High,False,Yes
1011,Overcast,Mild,High,True,Yes
1012,Overcast,Hot,High,False,Yes
1013,Sunny,Cool,Normal,False,Yes
1014,Sunny,Mild,High,True,No
1015,Sunny,Cool,Normal,False,Yes
1016,Rainy,Mild,High,False,No
1017,Overcast,Hot,Normal,False,Yes
1018,Sunny,Mild,High,True,No
1019,Sunny,Cool,Normal,True,No
1020,Sunny,Cool,Normal,False,Yes
1021,Overcast,Hot,High,False,Yes
1022,Overcast,Hot,Normal,False,Yes
1023,Rainy,Cool,Normal,False,Yes
1024,Sunny,Mild,High,False,Yes
1025,Overcast,Mild,High,True,Yes
1026,Rainy,Mild,Normal,True,Yes
1027,Sunny,Mild,Normal,False,Yes
1028,Sunny,Mild,High,True,No
1029,Sunny,Mild,High,True,No
1030,Overcast,Hot,High,False,Yes
1031,Overcast,Cool,Normal,True,Yes
1032,Sunny,Mild,High,True,No
1033,Rainy,Cool,Normal,False,Yes
1034,Sunny,Cool,Normal,False,Yes
1035,Sunny,Mild,High,True,No
1036,Sunny,Cool,Normal,False,Yes
1037,Overcast,Hot,High,False,Yes
1038,Sunny,Mild,High,False,Yes
1039,Overcast,Cool,Normal,True,Yes
1040,Overcast,Mild,High,True,Yes
1041,Sunny,Cool,Normal,False,Yes
1042,Rainy,Mild,Normal,True,Yes
1043,Rainy,Hot,High,True,No
1044,Overcast,Cool,Normal,True,Yes
1045,Rainy,Hot,High,True,No
1046,Sunny,Mild,High,False,Yes
1047,Overcast,Hot,High,False,Yes
1048,Overcast,Cool,Normal,True,Yes
1049,Sunny,Cool,Normal,False,Yes
1050,Sunny,Mild,High,True,No
1051,Sunny,Mild,High,True,No
1052,Sunny,Cool,Normal,False,Yes
1053,Overcast,Hot,High,False,Yes
1054,Sunny,Cool,Normal,False,Yes
1055,Sunny,Cool,Normal,False,Yes
1056,Rainy,Hot,High,True,No
1057,Rainy,Mild,Normal,True,Yes
1058,Overcast,Hot,Normal,False,Yes
1059,Sunny,Mild,High,True,No
1060,Overcast,Cool,Normal,True,Yes
1061,Overcast,Hot,High,False,Yes
1062,Overcast,Cool,Normal,True,Yes
1063,Sunny,Cool,Normal,False,Yes
1064,Overcast,Mild,High,True,Yes
1065,Sunny,Mild,High,False,Yes
1066,Sunny,Cool,Normal,False,Yes
1067,Sunny,Mild,High,True,No
1068,Sunny,Cool,Normal,False,Yes
1069,Sunny,Mild,High,True,No
1070,Sunny,Mild,High,True,No
1071,Sunny,Mild,High,True,No
1072,Sunny,Cool,Normal,False,Yes
1073,Sunny,Cool,Normal,True,No
1074,Overcast,Mild,High,True,Yes
1075,Rainy,Hot,High,True,No
1076,Sunny,Mild,High,True,No
1077,Sunny,Mild,High,True,No
1078,Rainy,Cool,Normal,False,Yes
1079,Overcast,Cool,Normal,True,Yes
1080,Sunny,Mild,High,True,No
1081,Sunny,Mild,Normal,False,Yes
1082,Overcast,Cool,Normal,True,Yes
1083,Sunny,Mild,High,True,No
1084,Rainy,Mild,Normal,True,Yes
1085,Overcast,Hot,High,False,Yes
1086,Rainy,Hot,High,True,No
1087,Sunny,Mild,High,True,No
1088,Sunny,Cool,Normal,False,Yes
1089,Sunny,Mild,High,True,No
1090,Rainy,Hot,High,True,No
1091,Sunny,Mild,High,True,No
1092,Rainy,Hot,High,True,No
1093,Overcast,Cool,Normal,True,Yes
1094,Sunny,Mild,High,False,Yes
1095,Rainy,Mild,Normal,True,Yes
1096,Overcast,Hot,High,False,Yes
1097,Sunny,Cool,Normal,False,Yes
1098,Rainy,Hot,High,True,No
1099,Rainy,Mild,High,False,No
1100,Rainy,Mild,Normal,True,Yes
1101,Sunny,Mild,High,True,No
1102,Overcast,Hot,Normal,False,Yes
1103,Rainy,Hot,High,True,No
1104,Overcast,Hot,High,False,Yes
1105,Sunny,Mild,High,True,No
1106,Overcast,Cool,Normal,True,Yes
1107,Sunny,Cool,Normal,False,Yes
1108,Overcast,Cool,Normal,True,Yes
1109,Rainy,Mild,Normal,True,Yes
1110,Overcast,Cool,Normal,True,Yes
1111,Overcast,Hot,Normal,False,Yes
1112,Sunny,Mild,High,True,No
1113,Overcast,Hot,High,False,Yes
1114,Sunny,Cool,Normal,False,Yes
1115,Sunny,Mild,High,True,No
1116,Overcast,Hot,High,False,Yes
1117,Sunny,Cool,Normal,False,Yes
1118,Rainy,Hot,High,True,No
1119,Rainy,Mild,Normal,True,Yes
1120,Rainy,Cool,Normal,False,Yes
1121,Sunny,Cool,Normal,False,Yes
1122,Overcast,Cool,Normal,True,Yes
1123,Overcast,Hot,High,False,Yes
1124,Overcast,Mild,High,True,Yes
1125,Overcast,Hot,High,False,Yes
1126,Overcast,Cool,Normal,True,Yes
1127,Rainy,Hot,High,True,No
1128,Overcast,Hot,Normal,False,Yes
1129,Overcast,Hot,High,False,Yes
1130,Rainy,Hot,High,True,No
1131,Sunny,Mild,High,True,No
1132,Sunny,Mild,High,True,No
1133,Rainy,Hot,High,True,No
1134,Rainy,Hot,High,True,No
1135,Rainy,Hot,High,True,No
1136,Sunny,Cool,Normal,False,Yes
1137,Sunny,Cool,Normal,False,Yes
1138,Sunny,Cool,Normal,False,Yes
1139,Sunny,Mild,High,True,No
1140,Rainy,Hot,High,True,No
1141,Sunny,Mild,High,True,No
1142,Overcast,Cool,Normal,True,Yes
1143,Rainy,Hot,High,True,No
1144,Overcast,Cool,Normal,True,Yes
1145,Rainy,Mild,High,False,No
1146,Sunny,Mild,High,True,No
1147,Rainy,Hot,High,True,No
1148,Overcast,Hot,High,False,Yes
1149,Overcast,Hot,High,False,Yes
1150,Sunny,Cool,Normal,False,Yes
1151,Rainy,Hot,High,False,Yes
1152,Overcast,Hot,High,False,Yes
1153,Sunny,Mild,High,True,No
1154,Overcast,Hot,High,False,Yes
1155,Sunny,Cool,Normal,False,Yes
1156,Overcast,Cool,Normal,True,Yes
1157,Sunny,Cool,Normal,False,Yes
1158,Overcast,Hot,High,False,Yes
1159,Sunny,Cool,Normal,False,Yes
1160,Rainy,Mild,Normal,True,Yes
1161,Sunny,Cool,Normal,False,Yes
1162,Overcast,Mild,High,True,Yes
1163,Sunny,Cool,Normal,False,Yes
1164,Overcast,Hot,High,False,Yes
1165,Sunny,Mild,High,True,No
1166,Sunny,Mild,High,True,No
1167,Overcast,Cool,Normal,True,Yes
1168,Sunny,Mild,High,False,Yes
1169,Rainy,Hot,High,False,Yes
1170,Overcast,Mild,High,True,Yes
1171,Sunny,Cool,Normal,False,Yes
1172,Sunny,Mild,High,False,Yes
1173,Overcast,Mild,High,True,Yes
1174,Rainy,Hot,High,True,No
1175,Overcast,Cool,Normal,True,Yes
1176,Overcast,Cool,Normal,True,Yes
1177,Overcast,Hot,High,False,Yes
1178,Overcast,Cool,Normal,True,Yes
1179,Sunny,Cool,Normal,False,Yes
1180,Rainy,Hot,High,True,No
1181,Overcast,Mild,High,True,Yes
1182,Rainy,Hot,High,True,No
1183,Overcast,Hot,High,False,Yes
1184,Sunny,Mild,High,True,No
1185,Overcast,Hot,High,False,Yes
1186,Rainy,Hot,High,False,Yes
1187,Sunny,Mild,High,True,No
1188,Sunny,Cool,Normal,False,Yes
1189,Sunny,Mild,High,True,No
1190,Overcast,Cool,Normal,True,Yes
1191,Overcast,Hot,High,False,Yes
1192,Sunny,Cool,Normal,False,Yes
1193,Sunny,Mild,Normal,False,Yes
1194,Rainy,Hot,High,True,No
1195,Sunny,Cool,Normal,False,Yes
1196,Rainy,Hot,High,True,No
1197,Sunny,Cool,Normal,False,Yes
1198,Rainy,Hot,High,True,No
1199,Sunny,Cool,Normal,True,No
1200,Rainy,Cool,Normal,False,Yes
1201,Sunny,Cool,Normal,False,Yes
1202,Sunny,Cool,Normal,False,Yes
1203,Overcast,Hot,High,False,Yes
1204,Sunny,Mild,High,True,No
1205,Overcast,Hot,High,False,Yes
1206,Sunny,Cool,Normal,False,Yes
1207,Rainy,Cool,Normal,False,Yes
1208,Rainy,Mild,Normal,True,Yes
1209,Sunny,Mild,High,True,No
1210,Rainy,Hot,High,False,Yes
1211,Sunny,Cool,Normal,False,Yes
1212,Sunny,Mild,High,True,No
1213,Overcast,Hot,High,False,Yes
1214,Overcast,Cool,Normal,True,Yes
1215,Sunny,Mild,High,True,No
1216,Sunny,Cool,Normal,False,Yes
1217,Sunny,Mild,Normal,False,Yes
1218,Overcast,Hot,Normal,False,Yes
1219,Sunny,Cool,Normal,False,Yes
1220,Rainy,Mild,Normal,True,Yes
1221,Overcast,Hot,High,False,Yes
1222,Sunny,Mild,High,True,No
1223,Rainy,Hot,High,True,No
1224,Rainy,Mild,Normal,True,Yes
1225,Rainy,Hot,High,True,No
1226,Sunny,Cool,Normal,False,Yes
1227,Overcast,Hot,High,False,Yes
1228,Sunny,Mild,High,True,No
1229,Sunny,Mild,Normal,False,Yes
1230,Sunny,Cool,Normal,True,No
1231,Sunny,Cool,Normal,False,Yes
1232,Overcast,Hot,High,False,Yes
1233,Sunny,Mild,Normal,False,Yes
1234,Sunny,Mild,High,False,Yes
1235,Sunny,Mild,Normal,False,Yes
1236,Rainy,Hot,High,True,No
1237,Sunny,Mild,High,False,Yes
1238,Rainy,Hot,High,True,No
1239,Rainy,Mild,High,False,No
1240,Overcast,Hot,High,False,Yes
1241,Sunny,Cool,Normal,False,Yes
1242,Rainy,Mild,High,False,No
1243,Rainy,Mild,Normal,True,Yes
1244,Rainy,Hot,High,True,No
1245,Rainy,Hot,High,True,No
1246,Sunny,Mild,High,True,No
1247,Sunny,Cool,Normal,False,Yes
1248,Rainy,Mild,Normal,True,Yes
1249,Sunny,Cool,Normal,True,No
1250,Rainy,Hot,High,True,No
1251,Overcast,Hot,High,False,Yes
1252,Rainy,Hot,High,True,No
1253,Rainy,Hot,High,True,No
1254,Rainy,Hot,High,True,No
1255,Rainy,Cool,Normal,False,Yes
1256,Sunny,Mild,Normal,False,Yes
1257,Overcast,Cool,Normal,True,Yes
1258,Sunny,Mild,High,True,No
1259,Sunny,Cool,Normal,False,Yes
1260,Rainy,Mild,Normal,True,Yes
1261,Sunny,Mild,High,True,No
1262,Rainy,Hot,High,False,Yes
1263,Sunny,Mild,High,False,Yes
1264,Rainy,Mild,High,False,No
1265,Sunny,Cool,Normal,False,Yes
1266,Sunny,Cool,Normal,True,No
1267,Rainy,Mild,High,False,No
1268,Sunny,Cool,Normal,True,No
1269,Overcast,Cool,Normal,True,Yes
1270,Rainy,Mild,Normal,True,Yes
1271,Overcast,Cool,Normal,True,Yes
1272,Sunny,Cool,Normal,False,Yes
1273,Sunny,Cool,Normal,False,Yes
1274,Overcast,Hot,High,False,Yes
1275,Rainy,Hot,High,True,No
1276,Overcast,Hot,Normal,False,Yes
1277,Sunny,Cool,Normal,False,Yes
1278,Rainy,Hot,High,True,No
1279,Sunny,Mild,High,True,No
1280,Sunny,Mild,High,True,No
1281,Sunny,Mild,High,True,No
1282,Rainy,Hot,High,True,No
1283,Overcast,Hot,High,False,Yes
1284,Overcast,Mild,High,True,Yes
1285,Sunny,Cool,Normal,True,No
1286,Overcast,Hot,Normal,False,Yes
1287,Overcast,Hot,High,False,Yes
1288,Sunny,Cool,Normal,False,Yes
1289,Overcast,Cool,Normal,True,Yes
1290,Sunny,Mild,High,True,No
1291,Sunny,Cool,Normal,False,Yes
1292,Sunny,Cool,Normal,True,No
1293,Overcast,Cool,Normal,True,Yes
1294,Overcast,Hot,Normal,False,Yes
1295,Rainy,Mild,High,False,No
1296,Rainy,Hot,High,True,No
1297,Overcast,Hot,High,False,Yes
1298,Sunny,Mild,High,False,Yes
1299,Rainy,Mild,Normal,True,Yes
1300,Sunny,Mild,High,True,No
1301,Sunny,Mild,High,True,No
1302,Sunny,Cool,Normal,False,Yes
1303,Overcast,Hot,High,False,Yes
1304,Sunny,Cool,Normal,False,Yes
1305,Overcast,Hot,Normal,False,Yes
1306,Rainy,Hot,High,True,No
1307,Overcast,Hot,High,False,Yes
1308,Rainy,Mild,Normal,True,Yes
1309,Sunny,Mild,High,True,No
1310,Overcast,Hot,Normal,False,Yes
1311,Rainy,Hot,High,True,No
1312,Sunny,Mild,Normal,False,Yes
1313,Sunny,Mild,High,True,No
1314,Sunny,Mild,High,True,No
1315,Rainy,Hot,High,False,Yes
1316,Sunny,Cool,Normal,False,Yes
1317,Rainy,Mild,Normal,True,Yes
1318,Sunny,Cool,Normal,True,No
1319,Sunny,Mild,High,True,No
1320,Overcast,Cool,Normal,True,Yes
1321,Overcast,Cool,Normal,True,Yes
1322,Rainy,Hot,High,False,Yes
1323,Overcast,Cool,Normal,True,Yes
1324,Rainy,Hot,High,True,No
1325,Rainy,Hot,High,True,No
1326,Sunny,Cool,Normal,False,Yes
1327,Overcast,Hot,High,False,Yes
1328,Sunny,Mild,High,False,Yes
1329,Sunny,Cool,Normal,False,Yes
1330,Rainy,Cool,Normal,False,Yes
1331,Rainy,Mild,Normal,True,Yes
1332,Overcast,Hot,Normal,False,Yes
1333,Rainy,Mild,Normal,True,Yes
1334,Overcast,Hot,High,False,Yes
1335,Overcast,Cool,Normal,True,Yes
1336,Sunny,Mild,Normal,False,Yes
1337,Overcast,Hot,High,False,Yes
1338,Overcast,Hot,High,False,Yes
1339,Overcast,Hot,High,False,Yes
1340,Rainy,Mild,Normal,True,Yes
1341,Sunny,Cool,Normal,False,Yes
1342,Sunny,Mild,High,True,No
1343,Rainy,Mild,High,False,No
1344,Overcast,Hot,High,False,Yes
1345,Sunny,Cool,Normal,False,Yes
1346,Rainy,Mild,High,False,No
1347,Overcast,Hot,Normal,False,Yes
1348,Sunny,Mild,High,True,No
1349,Sunny,Cool,Normal,False,Yes
1350,Sunny,Mild,High,True,No
1351,Overcast,Mild,High,True,Yes
1352,Sunny,Mild,High,True,No
1353,Overcast,Cool,Normal,True,Yes
1354,Sunny,Cool,Normal,False,Yes
1355,Sunny,Mild,High,True,No
1356,Overcast,Mild,High,True,Yes
1357,Overcast,Cool,Normal,True,Yes
1358,Sunny,Mild,High,True,No
1359,Rainy,Hot,High,True,No
1360,Rainy,Mild,Normal,True,Yes
1361,Sunny,Mild,High,False,Yes
1362,Sunny,Mild,High,True,No
1363,Sunny,Cool,Normal,False,Yes
1364,Sunny,Mild,High,True,No
1365,Sunny,Cool,Normal,True,No
1366,Sunny,Cool,Normal,False,Yes
1367,Rainy,Mild,Normal,True,Yes
1368,Rainy,Mild,High,False,No
1369,Overcast,Hot,High,False,Yes
1370,Sunny,Mild,High,True,No
1371,Sunny,Cool,Normal,False,Yes
1372,Overcast,Hot,High,False,Yes
1373,Sunny,Mild,High,True,No
1374,Sunny,Mild,High,True,No
1375,Sunny,Cool,Normal,True,No
1376,Rainy,Hot,High,True,No
1377,Sunny,Mild,High,True,No
1378,Sunny,Cool,Normal,False,Yes
1379,Sunny,Mild,High,False,Yes
1380,Sunny,Cool,Normal,False,Yes
1381,Rainy,Hot,High,True,No
1382,Overcast,Hot,Normal,False,Yes
1383,Rainy,Mild,Normal,True,Yes
1384,Overcast,Hot,High,False,Yes
1385,Rainy,Hot,High,True,No
1386,Overcast,Hot,Normal,False,Yes
1387,Sunny,Mild,High,True,No
1388,Sunny,Mild,High,True,No
1389,Overcast,Hot,Normal,False,Yes
1390,Overcast,Cool,Normal,True,Yes
1391,Rainy,Hot,High,True,No
1392,Sunny,Mild,High,False,Yes
1393,Rainy,Cool,Normal,False,Yes
1394,Rainy,Hot,High,True,No
1395,Rainy,Hot,High,False,Yes
1396,Sunny,Cool,Normal,False,Yes
1397,Sunny,Cool,Normal,False,Yes
1398,Overcast,Hot,High,False,Yes
1399,Rainy,Mild,Normal,True,Yes
1400,Sunny,Cool,Normal,False,Yes
1401,Sunny,Mild,High,True,No
1402,Overcast,Hot,High,False,Yes
1403,Rainy,Hot,High,True,No
1404,Sunny,Mild,High,True,No
1405,Rainy,Mild,Normal,True,Yes
1406,Sunny,Mild,High,True,No
1407,Sunny,Mild,High,True,No
1408,Rainy,Hot,High,True,No
1409,Sunny,Mild,Normal,False,Yes
1410,Sunny,Mild,High,False,Yes
1411,Overcast,Hot,High,False,Yes
1412,Sunny,Cool,Normal,False,Yes
1413,Sunny,Mild,High,True,No
1414,Overcast,Hot,High,False,Yes
1415,Sunny,Cool,Normal,False,Yes
1416,Rainy,Mild,Normal,True,Yes
1417,Overcast,Hot,High,False,Yes
1418,Sunny,Mild,High,True,No
1419,Sunny,Mild,High,True,No
1420,Rainy,Cool,Normal,False,Yes
1421,Sunny,Mild,High,True,No
1422,Sunny,Mild,High,True,No
1423,Sunny,Mild,High,True,No
1424,Overcast,Cool,Normal,True,Yes
1425,Sunny,Cool,Normal,False,Yes
1426,Rainy,Hot,High,True,No
1427,Overcast,Cool,Normal,True,Yes
1428,Overcast,Hot,High,False,Yes
1429,Sunny,Mild,High,True,No
1430,Sunny,Cool,Normal,False,Yes
1431,Rainy,Hot,High,True,No
1432,Sunny,Cool,Normal,False,Yes
1433,Rainy,Mild,Normal,True,Yes
1434,Overcast,Hot,High,False,Yes
